  crm_revenue_history  ·  2880 lignes  ·  8 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
REV000254,ACC0050,2022-02,15220327.56,11307322.69,1764961.18,EUR,Maintenance
REV000255,ACC0050,2022-03,16017453.59,10955977.14,2991013.67,EUR,Product
REV000256,ACC0050,2022-04,14508928.86,8332393.22,1606455.39,EUR,Maintenance
REV000257,ACC0050,2022-05,13517842.57,9344985.66,2277918.01,EUR,Maintenance
REV000258,ACC0050,2022-06,12045680.79,6051649.67,2536787.36,EUR,Service
REV000259,ACC0050,2022-07,11558104.68,6536997.73,2321647.57,EUR,Service
REV000260,ACC0050,2022-08,10995257.96,9092549.3,2447003.54,EUR,Service
REV000261,ACC0050,2022-09,11187975.39,7737863.27,2758210.67,EUR,Product
REV000262,ACC0050,2022-10,9237404.49,5686900.26,554055.19,EUR,Consulting
REV000263,ACC0050,2022-11,10686118.75,9282216.56,1394965.98,EUR,Maintenance
REV000264,ACC0050,2022-12,13164458.32,11299157.37,2172758.73,EUR,Service
REV000265,ACC0050,2023-01,10833898.51,7989953.87,1047723.74,EUR,Product
REV000266,ACC0050,2023-02,12852679.84,11223227.61,1154985.68,EUR,Maintenance
REV000267,ACC0050,2023-03,13922662.97,11792307.25,2964502.38,EUR,Product
REV000268,ACC0050,2023-04,13500645.3,9856722.04,1523420.2,EUR,Consulting
REV000269,ACC0050,2023-05,13349173.95,7023046.67,2726059.3,EUR,Product
REV000270,ACC0050,2023-06,12074031.49,7453710.55,1244886.43,EUR,Product
REV000271,ACC0050,2023-07,9786522.46,7476288.21,1968681.22,EUR,Service
REV000272,ACC0050,2023-08,10149834.28,7805904.02,1348404.02,EUR,Service
REV000273,ACC0050,2023-09,9696204.47,5174296.93,2527657.79,EUR,Maintenance
REV000274,ACC0050,2023-10,10474297.56,9070066.08,1682605.75,EUR,Service
REV000275,ACC0050,2023-11,11069629.07,8588819.75,2275737.88,EUR,Product
REV000276,ACC0050,2023-12,11691943.36,5863650.72,3017510.16,EUR,Maintenance
REV000277,ACC0050,2024-01,11875940.14,10615576.66,1227509.31,EUR,Product
REV000278,ACC0050,2024-02,12680604.49,9512567.54,3103839.87,EUR,Consulting
REV000279,ACC0050,2024-03,11590052.37,8079486.4,1933914.45,EUR,Product
REV000280,ACC0050,2024-04,13294384.34,10507756.78,2990716.1,EUR,Product
REV000281,ACC0050,2024-05,11303506.49,7453196.51,3189227.24,EUR,Maintenance
REV000282,ACC0050,2024-06,12300263.69,6167101.34,2332473.46,EUR,Product
REV000283,ACC0050,2024-07,10145402.77,6608521.15,594909.18,EUR,Service
REV000284,ACC0050,2024-08,9663921.42,6008003.85,2005685.28,EUR,Product
REV000285,ACC0050,2024-09,9704436.26,8051155.83,2038691.43,EUR,Maintenance
REV000286,ACC0050,2024-10,9037862.84,7764633.51,1062510.67,EUR,Maintenance
REV000287,ACC0050,2024-11,9859093.12,8354761.75,1659390.94,EUR,Maintenance
REV000288,ACC0050,2024-12,9448575.05,6312585.41,1349375.26,EUR,Consulting
REV000289,ACC0190,2022-01,39398805.26,26471268.12,3544917.65,EUR,Maintenance
REV000290,ACC0190,2022-02,42925931.96,35282544.88,9254398.85,EUR,Service
REV000291,ACC0190,2022-03,48568417.57,40738207.89,12258336.07,EUR,Service
REV000292,ACC0190,2022-04,48197787.01,32034621.42,3265084.02,EUR,Service
REV000293,ACC0190,2022-05,43809044.32,26587985.72,8707185.65,EUR,Service
REV000294,ACC0190,2022-06,43799777.17,25712034.44,8618422.92,EUR,Maintenance
REV000295,ACC0190,2022-07,44570041.53,34397217.2,10569357.59,EUR,Maintenance
REV000296,ACC0190,2022-08,37908231.57,28024144.2,2628810.82,EUR,Service
REV000297,ACC0190,2022-09,33854228.05,26488437.76,5308760.44,EUR,Service
REV000298,ACC0190,2022-10,39810999.77,24899116.14,10617348.91,EUR,Service
REV000299,ACC0190,2022-11,43750193.22,35882783.17,4457457.21,EUR,Maintenance
REV000300,ACC0190,2022-12,51870569.94,30426824.94,4302509.11,EUR,Product
REV000301,ACC0190,2023-01,51901556.3,38209460.76,14184543.44,EUR,Product
REV000302,ACC0190,2023-02,67719303.76,49725575.87,19207909.5,EUR,Service
REV000303,ACC0190,2023-03,69272081.05,52672177.22,14902726.04,EUR,Consulting
REV000304,ACC0190,2023-04,63156573.75,55142904.53,6757412.86,EUR,Product
REV000305,ACC0190,2023-05,67646004.7,52758559.89,6467845.86,EUR,Service
REV000306,ACC0190,2023-06,60503192.65,51444114.38,5104513.23,EUR,Product
REV000307,ACC0190,2023-07,44585331.64,32842953.11,8148577.27,EUR,Consulting
REV000308,ACC0190,2023-08,60189231.63,49998253.21,16990576.76,EUR,Product
REV000309,ACC0190,2023-09,55578207.71,36630300,9185620.92,EUR,Service
REV000310,ACC0190,2023-10,50832266.49,41160944.74,9230574.07,EUR,Consulting
REV000311,ACC0190,2023-11,66426589.35,36634738.7,10798492.78,EUR,Service
REV000312,ACC0190,2023-12,72207609.01,55087603.21,21166417.24,EUR,Product
REV000313,ACC0190,2024-01,79515935.58,52096704.9,4959327.32,EUR,Maintenance
REV000314,ACC0190,2024-02,92776918.66,73232037.41,17987926.46,EUR,Service
REV000315,ACC0190,2024-03,91998079.65,57257667.09,21794193.33,EUR,Service
REV000316,ACC0190,2024-04,78825400.26,47957960.6,4424103.55,EUR,Maintenance
REV000317,ACC0190,2024-05,88345746.36,62383189.51,19584010.85,EUR,Service
REV000318,ACC0190,2024-06,76468946.83,44131689.75,16790109.89,EUR,Product
REV000319,ACC0190,2024-07,78887947.02,39560958.14,16189689.96,EUR,Consulting
REV000320,ACC0190,2024-08,84925313.3,46516318.43,22068069.76,EUR,Product
REV000321,ACC0190,2024-09,87185390.7,74283938.91,13452288.1,EUR,Service
REV000322,ACC0190,2024-10,88389739.9,55602503.63,24326367.13,EUR,Maintenance
REV000323,ACC0190,2024-11,97061418.74,75101615.21,14713347.2,EUR,Product
REV000324,ACC0190,2024-12,86029405.36,75603396.23,11237025.43,EUR,Maintenance
REV000325,ACC0139,2022-01,14519652.37,10126194.08,1088524.2,EUR,Consulting
REV000326,ACC0139,2022-02,15232449.69,7651081.98,960798.63,EUR,Service
REV000327,ACC0139,2022-03,16888119.49,10724486.07,4166706.49,EUR,Service
REV000328,ACC0139,2022-04,14675602.11,11348897.59,2045094,EUR,Service
REV000329,ACC0139,2022-05,14474621.53,9280549.64,1900141.86,EUR,Product
REV000330,ACC0139,2022-06,15279384.24,9228822.07,3704640.38,EUR,Service
